ID: <@168042085662982144> | Username: Miyo#9905 | Badges: Early Supporter | Creation Date: 08-04-2016 18:59:15
ID: <@426836472952520725> | Username: Fenris#7577 | Badges: Early Supporter | Creation Date: 23-03-2018 21:15:45
ID: <@188432812737691648> | Username: Firefloc#0001 | Badges: Early Supporter | Creation Date: 04-06-2016 01:24:43
ID: <@213393727857754113> | Username: Flaw#0777 | Badges: Early Supporter | Creation Date: 11-08-2016 22:30:29
ID: <@452721711989653508> | Username: foliote#0007 | Badges: Early Supporter | Creation Date: 03-06-2018 08:34:27
ID: <@308280721653366784> | Username: Fouguy#1910 | Badges: Early Supporter | Creation Date: 30-04-2017 18:37:31
ID: <@335811750202966016> | Username: frimios#0552 | Badges: Early Supporter | Creation Date: 15-07-2017 17:56:00
ID: <@168651808082886656> | Username: Furtof__#0799 | Badges: Early Supporter | Creation Date: 10-04-2016 11:22:04
ID: <@145994822795264000> | Username: ♥ 𝒈𝒆𝒌𝒚𝒖𝒎𝒆 - 分を弁えろ痴れ者が。#0666 | Badges: Early Supporter | Creation Date: 07-02-2016 21:51:18
ID: <@187192196951310336> | Username: Ghostitties#1706 | Badges: Early Supporter | Creation Date: 31-05-2016 15:14:57
ID: <@332982476702220290> | Username: Gohan#8154 | Badges: Early Supporter | Creation Date: 07-07-2017 22:33:28
ID: <@241643296328253440> | Username: *Medo*#0001 | Badges: Early Supporter | Creation Date: 28-10-2016 21:24:11
ID: <@254350928574939147> | Username: guerilla#3922 | Badges: Early Supporter | Creation Date: 02-12-2016 21:59:46
ID: <@198746554176110592> | Username: Hakuba#6419 | Badges: Early Supporter | Creation Date: 02-07-2016 12:27:51
ID: <@297386358765256705> | Username: Hardok#8335 | Badges: Early Supporter | Creation Date: 31-03-2017 17:07:13
ID: <@121046771433603072> | Username: Harmonie#4113 | Badges: Early Supporter | Creation Date: 01-12-2015 01:36:39
ID: <@157559544321540096> | Username: Hase#3972 | Badges: Early Supporter | Creation Date: 10-03-2016 19:45:22
ID: <@158709134454161409> | Username: Hazelrink#5974 | Badges: Early Supporter | Creation Date: 13-03-2016 23:53:26
ID: <@169547419615232001> | Username: Tαɳαҡαɳ † [Mเყαɳσɳε ❤ | Jσ૨∂αɳ]#7315 | Badges: Early Supporter | Creation Date: 12-04-2016 22:40:54
ID: <@87687526864666624> | Username: honyme#6129 | Badges: Early Supporter | Creation Date: 31-08-2015 01:18:55
ID: <@173731309120651264> | Username: Hope#5432 | Badges: Early Supporter | Creation Date: 24-04-2016 11:46:11
ID: <@115460625932484617> | Username: Hymnremix#5179 | Badges: Early Supporter | Creation Date: 15-11-2015 15:39:18
ID: <@374159850952851477> | Username: Hyos#6969 | Badges: Early Supporter | Creation Date: 29-10-2017 12:37:40
ID: <@178931161232310272> | Username: Hysto#7893 | Badges: Early Supporter | Creation Date: 08-05-2016 20:08:33
ID: <@287685751938744321> | Username: Hаru#4866 | Badges: Early Supporter | Creation Date: 04-03-2017 21:40:28
ID: <@400459996057305088> | Username: Irma#4803 | Badges: Early Supporter | Creation Date: 10-01-2018 02:25:03
ID: <@186800777866641408> | Username: Ish'#4794 | Badges: Early Supporter | Creation Date: 30-05-2016 13:19:36
ID: <@240073657374867457> | Username: Issei#2062 | Badges: Early Supporter | Creation Date: 24-10-2016 13:27:00
ID: <@222770675809517568> | Username: JackBw#0436 | Badges: Early Supporter | Creation Date: 06-09-2016 19:31:07
ID: <@241587868366012416> | Username: Jafar#9074 | Badges: Early Supporter | Creation Date: 28-10-2016 17:43:56
ID: <@186156892379283456> | Username: JiveOff#0727 | Badges: Early Supporter, Early Verified Bot Developer | Creation Date: 28-05-2016 18:41:01
ID: <@211405138634473472> | Username: Joey PirrT#8042 | Badges: Early Supporter | Creation Date: 06-08-2016 10:48:32
ID: <@189508405231091712> | Username: Judgevodka#0025 | Badges: Early Supporter | Creation Date: 07-06-2016 00:38:44
ID: <@300927355004911616> | Username: Judicaël#1991 | Badges: Early Supporter | Creation Date: 10-04-2017 11:37:52
ID: <@120980429883965442> | Username: Juiopy#5380 | Badges: Early Supporter | Creation Date: 30-11-2015 21:13:02
ID: <@312336642411200546> | Username: Just Braven#6969 | Badges: Early Supporter | Creation Date: 11-05-2017 23:14:18
ID: <@220506522919239680> | Username: JUST MONIKA#8712 | Badges: Early Supporter | Creation Date: 31-08-2016 13:34:11
ID: <@170618392091426816> | Username: Kae#0260 | Badges: Partnered Server Owner | Creation Date: 15-04-2016 21:36:34
ID: <@271348322730508288> | Username: Kage#7777 | Badges: Early Supporter | Creation Date: 18-01-2017 19:41:21
ID: <@217403392450887681> | Username: Kagenshi#6573 | Badges: Early Supporter | Creation Date: 23-08-2016 00:03:27
ID: <@156835333877661696> | Username: Kague#2508 | Badges: Early Supporter | Creation Date: 08-03-2016 19:47:37
ID: <@286967208096301057> | Username: Kamihate#9635 | Badges: Early Supporter, Early Verified Bot Developer | Creation Date: 02-03-2017 22:05:14
ID: <@354313226357440532> | Username: Keitamine#7399 | Badges: Early Supporter | Creation Date: 04-09-2017 19:14:15
ID: <@217997267712475136> | Username: Kiri-chan#2039 | Badges: Early Supporter | Creation Date: 24-08-2016 15:23:18
ID: <@174920952725897216> | Username: Klyds#7215 | Badges: Early Supporter | Creation Date: 27-04-2016 18:33:25
ID: <@261931448049729546> | Username: KoPium#8145 | Badges: Early Supporter | Creation Date: 23-12-2016 20:02:03
ID: <@309036987053244417> | Username: Koshi#1564 | Badges: Early Supporter | Creation Date: 02-05-2017 20:42:39
ID: <@224934716606775296> | Username: Koupfonga#5346 | Badges: Early Supporter | Creation Date: 12-09-2016 18:50:15
ID: <@267084756015906819> | Username: Koway#2022 | Badges: Early Supporter | Creation Date: 07-01-2017 01:19:28
ID: <@247877329773133824> | Username: Kuchiiro#1924 | Badges: Early Supporter | Creation Date: 15-11-2016 01:16:00
ID: <@250351533634355210> | Username: Kuterin Motote#9009 | Badges: Early Supporter | Creation Date: 21-11-2016 21:07:36
ID: <@194374061462126593> | Username: Lae#1608 | Badges: Early Supporter | Creation Date: 20-06-2016 10:53:07
ID: <@311955966599888908> | Username: Land'#0112 | Badges: Early Supporter | Creation Date: 10-05-2017 22:01:38
ID: <@223063183085142016> | Username: Layoumi#3731 | Badges: Early Supporter | Creation Date: 07-09-2016 14:53:27
ID: <@252194887791804416> | Username: Leto#9704 | Badges: Early Supporter | Creation Date: 26-11-2016 23:12:26
ID: <@246721167023407105> | Username: Liraam#6138 | Badges: Early Supporter | Creation Date: 11-11-2016 20:41:50
ID: <@156793653359017985> | Username: Loki#2139 | Badges: Early Supporter | Creation Date: 08-03-2016 17:02:00
ID: <@173717791881428992> | Username: léo#0001 | Badges: Early Supporter | Creation Date: 24-04-2016 10:52:29
ID: <@295525841402855425> | Username: Léon Le Breton#0255 | Badges: Early Supporter | Creation Date: 26-03-2017 13:54:11
ID: <@247064602750222337> | Username: M u m u s#6054 | Badges: Early Supporter | Creation Date: 12-11-2016 19:26:31
ID: <@415614308303503371> | Username: Maizikeen#9396 | Badges: Early Supporter | Creation Date: 20-02-2018 22:02:52
ID: <@291578507631525889> | Username: Maqs#2808 | Badges: Early Supporter | Creation Date: 15-03-2017 15:28:53
ID: <@133334652957097984> | Username: Mawned_#5640 | Badges: Early Supporter | Creation Date: 03-01-2016 23:24:18
ID: <@191954065536581632> | Username: Meiynas#2915 | Badges: Partnered Server Owner | Creation Date: 13-06-2016 18:36:55
ID: <@371688969588441099> | Username: Meni#0859 | Badges: Early Supporter | Creation Date: 22-10-2017 17:59:15
ID: <@223455714880782336> | Username: Mercenaire#0972 | Badges: Early Supporter | Creation Date: 08-09-2016 16:53:14
ID: <@604779545018761237> | Username: mesa#0101 | Badges: Early Verified Bot Developer | Creation Date: 27-07-2019 22:57:59
ID: <@94021342298378240> | Username: Mikkoku#2380 | Badges: Early Supporter | Creation Date: 17-09-2015 12:47:14
ID: <@307247350777249792> | Username: Miwako#0594 | Badges: Early Supporter | Creation Date: 27-04-2017 22:11:16
ID: <@211850254289469440> | Username: Moha#8709 | Badges: Early Supporter | Creation Date: 07-08-2016 16:17:16
ID: <@370940770225618954> | Username: Mr¤KayJayDee#8961 | Badges: Early Verified Bot Developer | Creation Date: 20-10-2017 16:26:11
ID: <@313222791585595393> | Username: N π#0666 | Badges: Early Supporter | Creation Date: 14-05-2017 09:55:32
ID: <@98503974683951104> | Username: Lanoobe#5822 | Badges: Early Supporter | Creation Date: 29-09-2015 21:39:37
ID: <@199186264417763328> | Username: Nahyto#0802 | Badges: Early Supporter | Creation Date: 03-07-2016 17:35:06
ID: <@210069282808135681> | Username: Nanake#1337 | Badges: Early Supporter | Creation Date: 02-08-2016 18:20:19
ID: <@188036145853104128> | Username: Narwyn#0001 | Badges: Early Supporter | Creation Date: 02-06-2016 23:08:30
ID: <@221993339363393536> | Username: Natix "SaN" Dawn#3303 | Badges: Early Supporter | Creation Date: 04-09-2016 16:02:16
ID: <@209933808579903488> | Username: Natsukashii#1111 | Badges: Early Supporter | Creation Date: 02-08-2016 09:22:00
ID: <@214732524688113664> | Username: Neko'#8657 | Badges: Early Supporter | Creation Date: 15-08-2016 15:10:23
ID: <@154669302216261632> | Username: Neko-tenten#2944 | Badges: Early Supporter | Creation Date: 02-03-2016 20:20:35
ID: <@312867342231142400> | Username: aUDLEY#3939 | Badges: Early Supporter | Creation Date: 13-05-2017 10:23:07
ID: <@359071786081452042> | Username: Oka.#5297 | Badges: Early Supporter | Creation Date: 17-09-2017 22:23:05
ID: <@121717353594486784> | Username: Oress#4875 | Badges: Early Supporter | Creation Date: 02-12-2015 22:01:18
ID: <@280013083253145601> | Username: Ori#7085 | Badges: Early Supporter | Creation Date: 11-02-2017 17:32:01
ID: <@187575753955737601> | Username: Oxi#6800 | Badges: Early Supporter | Creation Date: 01-06-2016 16:39:04
ID: <@216338594107883521> | Username: PervKapitan#3333 | Badges: Early Supporter | Creation Date: 20-08-2016 01:32:20
ID: <@274555190785343489> | Username: Pikamille#5225 | Badges: Early Supporter | Creation Date: 27-01-2017 16:04:18
ID: <@261928141616840704> | Username: Pikmin#3151 | Badges: Early Supporter | Creation Date: 23-12-2016 19:48:55
ID: <@317982608468475904> | Username: Nao#0082 | Badges: Early Supporter | Creation Date: 27-05-2017 13:09:21
ID: <@319903739916058644> | Username: Purple#7841 | Badges: Early Supporter | Creation Date: 01-06-2017 20:23:15
ID: <@127939593692512256> | Username: Raivix. 🍃#6337 | Badges: Early Supporter | Creation Date: 20-12-2015 02:06:16
ID: <@172079478653059072> | Username: ℜ𝔢𝔡 • 𝚅𝙸#0276 | Badges: Early Supporter | Creation Date: 19-04-2016 22:22:24
ID: <@300711829041053696> | Username: Rems#3964 | Badges: Early Supporter | Creation Date: 09-04-2017 21:21:26
ID: <@183641247544639490> | Username: RetrosTV#3479 | Badges: Early Supporter | Creation Date: 21-05-2016 20:04:45
ID: <@157227932509667328> | Username: Roubhi#6207 | Badges: Early Supporter | Creation Date: 09-03-2016 21:47:40
ID: <@87552159737987072> | Username: Rurriik#0013 | Badges: Early Supporter | Creation Date: 30-08-2015 16:21:01
ID: <@218449090558689281> | Username: Ryuu#7694 | Badges: Early Supporter | Creation Date: 25-08-2016 21:18:41
ID: <@216886985984442368> | Username: Saphyral#2810 | Badges: Early Supporter | Creation Date: 21-08-2016 13:51:27
ID: <@154592238754594816> | Username: Saske13#1313 | Badges: Early Supporter | Creation Date: 02-03-2016 15:14:21
ID: <@266971441491083264> | Username: Sephorion | 霽風#1029 | Badges: Early Supporter | Creation Date: 06-01-2017 17:49:11
ID: <@229977831013089280> | Username: Serah#8540 | Badges: Early Supporter | Creation Date: 26-09-2016 16:49:47
ID: <@387654455891460108> | Username: SERASTARLING#6669 | Badges: Early Supporter | Creation Date: 05-12-2017 18:20:24
ID: <@384363646802722826> | Username: Shad'#6666 | Badges: Early Supporter | Creation Date: 26-11-2017 16:23:54
ID: <@179952602291634176> | Username: Shaï#1001 | Badges: Early Supporter | Creation Date: 11-05-2016 15:47:23
ID: <@278915020660670464> | Username: Shun#3193 | Badges: Early Supporter | Creation Date: 08-02-2017 16:48:42
ID: <@123197003751620612> | Username: Sirahx#6085 | Badges: Early Supporter | Creation Date: 07-12-2015 00:00:54
ID: <@95802218715811840> | Username: SkydeFR#3490 | Badges: Early Supporter | Creation Date: 22-09-2015 10:43:48
ID: <@273497629646782465> | Username: SkyWord#5445 | Badges: Early Supporter | Creation Date: 24-01-2017 18:01:56
ID: <@163417626029064193> | Username: 先輩 [Sloth]#6969 | Badges: Early Supporter | Creation Date: 26-03-2016 23:43:18
ID: <@250699428724342796> | Username: SOnaze#0001 | Badges: Early Supporter | Creation Date: 22-11-2016 20:10:01
ID: <@182585061986664448> | Username: Praetor Lupus#2991 | Badges: Early Supporter | Creation Date: 18-05-2016 22:07:51
ID: <@276711026303565824> | Username: Not rebelle#0018 | Badges: Early Supporter | Creation Date: 02-02-2017 14:50:49
ID: <@206862958729363456> | Username: speening0227#6713 | Badges: Early Supporter | Creation Date: 24-07-2016 21:59:32
ID: <@102846215569309696> | Username: Sty#6840 | Badges: Early Supporter | Creation Date: 11-10-2015 21:14:08
ID: <@226365967255601164> | Username: Styu#5829 | Badges: Early Supporter | Creation Date: 16-09-2016 17:37:32
ID: <@124239798863921154> | Username: SunMo#0001 | Badges: Early Supporter | Creation Date: 09-12-2015 21:04:36
ID: <@317411645129490435> | Username: Swerk#0911 | Badges: Early Supporter | Creation Date: 25-05-2017 23:20:33
ID: <@160482020550508544> | Username: Taiepii#6615 | Badges: Early Supporter | Creation Date: 18-03-2016 21:18:15
ID: <@207250059786452993> | Username: Tankyx#9405 | Badges: Early Supporter | Creation Date: 25-07-2016 23:37:44
ID: <@191148978165907456> | Username: tem#2133 | Badges: Early Supporter | Creation Date: 11-06-2016 13:17:47
ID: <@187984537643515904> | Username: T h X#8127 | Badges: Early Supporter | Creation Date: 02-06-2016 19:43:26
ID: <@227676592174923776> | Username: Thibault#0207 | Badges: Early Supporter | Creation Date: 20-09-2016 08:25:29
ID: <@326999667730808833> | Username: TiC#2222 | Badges: Early Verified Bot Developer | Creation Date: 21-06-2017 10:19:56
ID: <@287319213171933185> | Username: TJN Joké#0001 | Badges: Early Supporter | Creation Date: 03-03-2017 21:23:58
ID: <@268849915512225794> | Username: Tohka#0953 | Badges: Early Supporter | Creation Date: 11-01-2017 22:13:34
ID: <@129230068038893568> | Username: Tokeï#7883 | Badges: HypeSquad Events, Early Supporter | Creation Date: 23-12-2015 15:34:09
ID: <@290222097828020224> | Username: Trico#1006 | Badges: Early Supporter | Creation Date: 11-03-2017 21:39:00
ID: <@205357088627490816> | Username: Tsumiki#0001 | Badges: Early Supporter, Early Verified Bot Developer | Creation Date: 20-07-2016 18:15:45
ID: <@194167998980816897> | Username: TαeGyeong . Λητhσηy . 空海#7882 | Badges: Early Supporter | Creation Date: 19-06-2016 21:14:18
ID: <@343509849679593473> | Username: ULTIMATOY#0001 | Badges: Early Supporter | Creation Date: 05-08-2017 23:45:30
ID: <@252420012571230209> | Username: Ursuname#1636 | Badges: Early Supporter | Creation Date: 27-11-2016 14:07:00
ID: <@408750818834120706> | Username: uu#2030 | Badges: Early Supporter | Creation Date: 01-02-2018 23:29:49
ID: <@307956914824937473> | Username: Wildkilmister#5203 | Badges: Early Supporter | Creation Date: 29-04-2017 21:10:50
ID: <@236864598953820160> | Username: Xagane#6666 | Badges: Early Supporter | Creation Date: 15-10-2016 16:55:21
ID: <@118670547176521728> | Username: Xiiros#2288 | Badges: HypeSquad Events, Early Supporter | Creation Date: 24-11-2015 12:14:23
ID: <@189030283557863424> | Username: Xsunz#8596 | Badges: Early Supporter | Creation Date: 05-06-2016 16:58:51
ID: <@130539091627474945> | Username: Yasito#2022 | Badges: Early Supporter | Creation Date: 27-12-2015 06:15:44
ID: <@294511618870607872> | Username: Yohan#6530 | Badges: Early Supporter | Creation Date: 23-03-2017 17:44:01
ID: <@395933520775741453> | Username: yoon#5758 | Badges: Early Supporter | Creation Date: 28-12-2017 14:38:27
ID: <@228112538213023744> | Username: Yuna#2929 | Badges: Early Supporter | Creation Date: 21-09-2016 13:17:47
ID: <@155072559681896450> | Username: Yuuki#9582 | Badges: Early Supporter | Creation Date: 03-03-2016 23:02:59
ID: <@284792642926149632> | Username: Yuyu#3950 | Badges: Early Supporter | Creation Date: 24-02-2017 22:04:17
ID: <@154636563530121216> | Username: ZaarKz#7777 | Badges: Early Supporter | Creation Date: 02-03-2016 18:10:29
ID: <@215180501646835713> | Username: Zatak#7222 | Badges: Early Supporter | Creation Date: 16-08-2016 20:50:29
ID: <@290914311914651659> | Username: zedkaa#2811 | Badges: Early Supporter | Creation Date: 13-03-2017 19:29:36
ID: <@258345567158009858> | Username: ZeProf2Kawaii [BG] 🦄👑#6666 | Badges: Early Supporter | Creation Date: 13-12-2016 22:33:03
ID: <@469610550159212554> | Username: ZeroTwo#3859 | Badges: Verified Bot | Creation Date: 19-07-2018 23:04:40
ID: <@633565743103082527> | Username: Discobot#9898 | Badges: Verified Bot | Creation Date: 15-10-2019 09:24:04
ID: <@155149108183695360> | Username: Dyno#3861 | Badges: Verified Bot | Creation Date: 04-03-2016 04:07:09
ID: <@470722245824610306> | Username: Dyno#1390 | Badges: Verified Bot | Creation Date: 23-07-2018 00:42:09
ID: <@466578580449525760> | Username: RaidProtect#0418 | Badges: Verified Bot | Creation Date: 11-07-2018 14:16:42
ID: <@329696174938390528> | Username: ƇǾǾƘƗƐ#2542 | Badges: Early Supporter | Creation Date: 28-06-2017 20:54:53
ID: <@281061434144587776> | Username: нυσѕнι#9747 | Badges: Early Supporter | Creation Date: 14-02-2017 14:57:47
ID: <@200251831421632513> | Username: нєℓѕтя ✍#9999 | Badges: Early Supporter | Creation Date: 06-07-2016 16:09:17
ID: <@304630196747763724> | Username: ・✿𝐃𝑒𝑣𝑖𝑙~𝐍𝑦𝑥𝑖𝑎#1410 | Badges: Early Supporter | Creation Date: 20-04-2017 16:51:38
ID: <@278230133176008704> | Username: 輝く天使#0001 | Badges: HypeSquad Events, Early Supporter | Creation Date: 06-02-2017 19:27:13
ID: <@269752251831025665> | Username: Ꮼxcii金蓮花#0069 | Badges: Early Supporter | Creation Date: 14-01-2017 09:59:08
ID: <@202200446851481600> | Username: ･ﾟ✧ Vil ✧･ﾟ#0001 | Badges: Early Supporter | Creation Date: 12-07-2016 01:12:23
ID: <@214869009789616128> | Username: 𝓨𝓸𝓻𝓾#6666 | Badges: Early Supporter | Creation Date: 16-08-2016 00:12:44
ID: <@105699626543222784> | Username: 🍪 𝘽𝙚𝙚𝙨𝙘𝙪𝙞𝙩 🐝#0420 | Badges: Early Supporter | Creation Date: 19-10-2015 18:12:34
