Ping: <@397080824924602380> | Id: 397080824924602380 | Username: Corrupt#1000 | Badges: Early Supporter | Creation Date: 31-12-2017 18:37:26
Ping: <@379013449583296512> | Id: 379013449583296512 | Username: VoiceBoi#0001 | Badges: Early Supporter | Creation Date: 11-11-2017 22:04:08
Ping: <@127517500245147648> | Id: 127517500245147648 | Username: slagmeister#1178 | Badges: Early Supporter | Creation Date: 18-12-2015 22:09:01
Ping: <@216709975307845633> | Id: 216709975307845633 | Username: NoahH99#0001 | Badges: Early Supporter | Creation Date: 21-08-2016 02:08:04
Ping: <@329137392261005312> | Id: 329137392261005312 | Username: yatty yachty#3804 | Badges: Early Supporter | Creation Date: 27-06-2017 07:54:29
Ping: <@221636124962062337> | Id: 221636124962062337 | Username: Waning Crescent#2004 | Badges: Early Supporter | Creation Date: 03-09-2016 16:22:49
Ping: <@383034848991772673> | Id: 383034848991772673 | Username: Dr. Boinker#5231 | Badges: Early Supporter | Creation Date: 23-11-2017 00:23:44
Ping: <@190472821523087361> | Id: 190472821523087361 | Username: Fink#3537 | Badges: Early Supporter | Creation Date: 09-06-2016 16:30:59
Ping: <@323114400187678730> | Id: 323114400187678730 | Username: Saxon#0667 | Badges: Early Supporter | Creation Date: 10-06-2017 17:01:16
Ping: <@177473702961741824> | Id: 177473702961741824 | Username: MeeM🍇#6050 | Badges: Early Supporter | Creation Date: 04-05-2016 19:37:08
Ping: <@110867006185562112> | Id: 110867006185562112 | Username: EvilMystic#9537 | Badges: Early Supporter | Creation Date: 02-11-2015 23:25:54
Ping: <@154894191875457024> | Id: 154894191875457024 | Username: Cheee#7122 | Badges: HypeSquad Events | Creation Date: 03-03-2016 11:14:13
Ping: <@312887734035283969> | Id: 312887734035283969 | Username: Jorja#5811 | Badges: Early Supporter | Creation Date: 13-05-2017 11:44:08
Ping: <@263006225032019968> | Id: 263006225032019968 | Username: irenethecacti#0420 | Badges: Early Supporter | Creation Date: 26-12-2016 19:12:50
Ping: <@254594472124481536> | Id: 254594472124481536 | Username: Kami#1111 | Badges: Early Supporter | Creation Date: 03-12-2016 14:07:32
Ping: <@141143049605611520> | Id: 141143049605611520 | Username: JustCuzIWant2#6786 | Badges: Early Supporter | Creation Date: 25-01-2016 12:32:05
Ping: <@479105157863571466> | Id: 479105157863571466 | Username: NateMate \ \.#0001 | Badges: Early Supporter | Creation Date: 15-08-2018 03:52:50
Ping: <@372889760164741121> | Id: 372889760164741121 | Username: Ja#0666 | Badges: Early Supporter | Creation Date: 26-10-2017 01:30:46
Ping: <@401367102889525263> | Id: 401367102889525263 | Username: Shin#9899 | Badges: Early Supporter | Creation Date: 12-01-2018 14:29:34
Ping: <@219302302949965824> | Id: 219302302949965824 | Username: Somewhat-Antisocial Joshua#0001 | Badges: Early Supporter | Creation Date: 28-08-2016 05:49:03
Ping: <@198151360779124736> | Id: 198151360779124736 | Username: yung#7993 | Badges: Early Supporter | Creation Date: 30-06-2016 21:02:45
Ping: <@475965660237922335> | Id: 475965660237922335 | Username: gôth#0001 | Badges: Early Supporter | Creation Date: 06-08-2018 11:57:36
Ping: <@268914030528299008> | Id: 268914030528299008 | Username: Aesthetic#4309 | Badges: Early Supporter | Creation Date: 12-01-2017 02:28:21
Ping: <@140583330071445504> | Id: 140583330071445504 | Username: Murdoc#8207 | Badges: Early Supporter | Creation Date: 23-01-2016 23:27:57
Ping: <@166704784777150464> | Id: 166704784777150464 | Username: Airless#1337 | Badges: Early Supporter | Creation Date: 05-04-2016 02:25:17
Ping: <@342656844235538433> | Id: 342656844235538433 | Username: Andrownaut#0001 | Badges: Early Supporter | Creation Date: 03-08-2017 15:15:57
Ping: <@195331063382278144> | Id: 195331063382278144 | Username: Misterakaboogie#1337 | Badges: Early Supporter | Creation Date: 23-06-2016 02:15:54
Ping: <@319264795532722200> | Id: 319264795532722200 | Username: cay#0002 | Badges: Early Supporter | Creation Date: 31-05-2017 02:04:18
Ping: <@177267163231420416> | Id: 177267163231420416 | Username: Ezgon#8624 | Badges: Early Supporter | Creation Date: 04-05-2016 05:56:25
Ping: <@187563744023412736> | Id: 187563744023412736 | Username: Fenoxz#9284 | Badges: Early Supporter | Creation Date: 01-06-2016 15:51:21
Ping: <@170130058902634496> | Id: 170130058902634496 | Username: Decay#0001 | Badges: Early Supporter | Creation Date: 14-04-2016 13:16:06
Ping: <@297480314891010049> | Id: 297480314891010049 | Username: Lu.#5919 | Badges: Early Supporter | Creation Date: 31-03-2017 23:20:33
Ping: <@208820968330625024> | Id: 208820968330625024 | Username: dominic#0007 | Badges: Early Supporter | Creation Date: 30-07-2016 07:39:58
Ping: <@321085830846218240> | Id: 321085830846218240 | Username: dreem#8888 | Badges: Early Supporter | Creation Date: 05-06-2017 02:40:27
Ping: <@215679102596808704> | Id: 215679102596808704 | Username: father#1738 | Badges: Early Supporter | Creation Date: 18-08-2016 05:51:45
Ping: <@405121339167342592> | Id: 405121339167342592 | Username: Gkold#0613 | Badges: Early Supporter | Creation Date: 22-01-2018 23:07:34
Ping: <@359458486037250048> | Id: 359458486037250048 | Username: maro#0001 | Badges: Early Supporter | Creation Date: 18-09-2017 23:59:41
Ping: <@293815412745961473> | Id: 293815412745961473 | Username: Harald_Daniels#9829 | Badges: Early Supporter | Creation Date: 21-03-2017 19:37:33
Ping: <@295230430712561669> | Id: 295230430712561669 | Username: ikqo#0690 | Badges: Early Supporter | Creation Date: 25-03-2017 17:20:19
Ping: <@162459498043277312> | Id: 162459498043277312 | Username: josé#5190 | Badges: Early Supporter | Creation Date: 24-03-2016 08:16:02
Ping: <@224201790168498176> | Id: 224201790168498176 | Username: Jow7#9955 | Badges: Early Supporter | Creation Date: 10-09-2016 18:17:52
Ping: <@97881899585777664> | Id: 97881899585777664 | Username: Ken a Snack#0397 | Badges: Early Supporter | Creation Date: 28-09-2015 04:27:43
Ping: <@338723444499939329> | Id: 338723444499939329 | Username: lolpoppy#8957 | Badges: Early Supporter | Creation Date: 23-07-2017 18:46:02
Ping: <@291361152309526530> | Id: 291361152309526530 | Username: Maks#0002 | Badges: Partnered Server Owner | Creation Date: 15-03-2017 01:05:11
Ping: <@195025643300192256> | Id: 195025643300192256 | Username: MechaTyrannosaur#6178 | Badges: Early Supporter | Creation Date: 22-06-2016 06:02:16
Ping: <@401189856715210753> | Id: 401189856715210753 | Username: Meme Furry#1041 | Badges: Early Supporter | Creation Date: 12-01-2018 02:45:15
Ping: <@301789618989301763> | Id: 301789618989301763 | Username: omаr#8358 | Badges: Early Supporter | Creation Date: 12-04-2017 20:44:12
Ping: <@471033733424742410> | Id: 471033733424742410 | Username: peb#8704 | Badges: Early Supporter | Creation Date: 23-07-2018 21:19:53
Ping: <@267759090229313537> | Id: 267759090229313537 | Username: -Zeus-#0001 | Badges: Early Supporter | Creation Date: 08-01-2017 21:59:01
Ping: <@188418994527535104> | Id: 188418994527535104 | Username: R C N#0001 | Badges: HypeSquad Events, Early Supporter, Early Verified Bot Developer | Creation Date: 04-06-2016 00:29:48
Ping: <@153656580880072704> | Id: 153656580880072704 | Username: Raven#2087 | Badges: Early Supporter | Creation Date: 29-02-2016 01:16:23
Ping: <@227922168724455444> | Id: 227922168724455444 | Username: Salted Donut#0001 | Badges: Early Supporter | Creation Date: 21-09-2016 00:41:19
Ping: <@299472091978137600> | Id: 299472091978137600 | Username: Sur upn’t#3079 | Badges: Early Supporter | Creation Date: 06-04-2017 11:15:10
Ping: <@400475128325996554> | Id: 400475128325996554 | Username: eros#0120 | Badges: Early Supporter | Creation Date: 10-01-2018 03:25:11
Ping: <@144212727089332224> | Id: 144212727089332224 | Username: Speed_XXI#8008 | Badges: Early Supporter | Creation Date: 02-02-2016 23:49:53
Ping: <@79338364989353984> | Id: 79338364989353984 | Username: Steve Norris#0001 | Badges: Early Supporter | Creation Date: 08-08-2015 00:22:20
Ping: <@151161839223439360> | Id: 151161839223439360 | Username: Surveil#8587 | Badges: Early Supporter | Creation Date: 22-02-2016 04:03:10
Ping: <@280094666395877377> | Id: 280094666395877377 | Username: sushi#5841 | Badges: Early Supporter | Creation Date: 11-02-2017 22:56:12
Ping: <@239668319135858689> | Id: 239668319135858689 | Username: tina#0606 | Badges: Early Supporter | Creation Date: 23-10-2016 10:36:20
Ping: <@173490933164277761> | Id: 173490933164277761 | Username: screem#6720 | Badges: Early Supporter | Creation Date: 23-04-2016 19:51:01
Ping: <@436552451777101837> | Id: 436552451777101837 | Username: Zeref#0067 | Badges: Early Verified Bot Developer | Creation Date: 19-04-2018 17:43:35
Ping: <@266452571051393033> | Id: 266452571051393033 | Username: ಠ_ಠ#0228 | Badges: Early Supporter | Creation Date: 05-01-2017 07:27:23
Ping: <@242486460417048576> | Id: 242486460417048576 | Username: ❤⚜~ℝ𝕒𝕨𝕣𝕂𝕠𝕥𝕒𝕟~⚜❤#0001 | Badges: Early Supporter | Creation Date: 31-10-2016 04:14:37
Ping: <@267221245303586816> | Id: 267221245303586816 | Username: Jao™#0420 | Badges: Early Supporter | Creation Date: 07-01-2017 10:21:49
Ping: <@276114585277169665> | Id: 276114585277169665 | Username: !                         Krayōn#9999 | Badges: Early Supporter | Creation Date: 31-01-2017 23:20:47
Ping: <@311011822176305152> | Id: 311011822176305152 | Username: ! ResistanZ | (😮,😮)#9999 | Badges: Early Supporter | Creation Date: 08-05-2017 07:29:56
Ping: <@221995314486181888> | Id: 221995314486181888 | Username: !¿Guillaume?¡#0001 | Badges: Early Supporter | Creation Date: 04-09-2016 16:10:07
Ping: <@247863088332800002> | Id: 247863088332800002 | Username: $deimos#0069 | Badges: Early Supporter | Creation Date: 15-11-2016 00:19:25
Ping: <@129013564265463808> | Id: 129013564265463808 | Username: 'Thunder Fuck McPickup Truck#0420 | Badges: Early Supporter | Creation Date: 23-12-2015 01:13:50
Ping: <@76870957498642432> | Id: 76870957498642432 | Username: (Dj3v1L) ^•ﻌ•^ฅ#2443 | Badges: Early Supporter | Creation Date: 01-08-2015 04:57:44
Ping: <@203540257524809729> | Id: 203540257524809729 | Username: *BOOM*#9680 | Badges: Early Supporter | Creation Date: 15-07-2016 17:56:18
Ping: <@183182830430453761> | Id: 183182830430453761 | Username: *･ﾟ✧ ♡ Blaster#4269 | Badges: Early Supporter | Creation Date: 20-05-2016 13:43:10
Ping: <@201273924690903040> | Id: 201273924690903040 | Username: - 𝗠𝗶𝗰𝗸𝗮𝗲𝗹#1556 | Badges: Early Supporter | Creation Date: 09-07-2016 11:50:43
Ping: <@287369342226792448> | Id: 287369342226792448 | Username: -Jesse#0001 | Badges: Early Supporter | Creation Date: 04-03-2017 00:43:10
Ping: <@207669114179813377> | Id: 207669114179813377 | Username: .aether.#4220 | Badges: Early Supporter | Creation Date: 27-07-2016 03:22:55
Ping: <@98549917340954624> | Id: 98549917340954624 | Username: .moon//Rylant#1337 | Badges: Early Supporter | Creation Date: 30-09-2015 00:42:11
Ping: <@288724997218762753> | Id: 288724997218762753 | Username: .Niina.#0001 | Badges: Early Supporter | Creation Date: 07-03-2017 18:30:03
Ping: <@239608789026734080> | Id: 239608789026734080 | Username: .Violet.#0001 | Badges: Early Supporter | Creation Date: 23-10-2016 06:39:47
Ping: <@228297913564921857> | Id: 228297913564921857 | Username: .｡.* ✿. 𝒮𝓉𝑜𝓇𝓂𝓎𝒱𝒶𝓎 ..✿*.#0649 | Badges: Early Supporter | Creation Date: 22-09-2016 01:34:24
Ping: <@217734882430812160> | Id: 217734882430812160 | Username: 0x64#9254 | Badges: Early Supporter | Creation Date: 23-08-2016 22:00:41
Ping: <@196342500980424705> | Id: 196342500980424705 | Username: 100% A Lunar Frog Main 𓆏#2811 | Badges: Early Supporter | Creation Date: 25-06-2016 21:15:00
Ping: <@473919917779845125> | Id: 473919917779845125 | Username: 10pastnoon#2324 | Badges: Early Supporter | Creation Date: 31-07-2018 20:28:33
Ping: <@452205980189458462> | Id: 452205980189458462 | Username: 17#6881 | Badges: Early Supporter | Creation Date: 01-06-2018 22:25:07
Ping: <@183349794826092546> | Id: 183349794826092546 | Username: 17Nods#8166 | Badges: Early Supporter | Creation Date: 21-05-2016 00:46:37
Ping: <@285187201648820224> | Id: 285187201648820224 | Username: 1f5#6447 | Badges: Early Supporter | Creation Date: 26-02-2017 00:12:07
Ping: <@576083686055739394> | Id: 576083686055739394 | Username: 1s3k3b#0860 | Badges: Early Verified Bot Developer | Creation Date: 09-05-2019 18:30:53
Ping: <@154926787351019520> | Id: 154926787351019520 | Username: 27#8524 | Badges: Early Supporter | Creation Date: 03-03-2016 13:23:44
Ping: <@97856800287649792> | Id: 97856800287649792 | Username: 2^1#2211 | Badges: Early Supporter | Creation Date: 28-09-2015 02:47:59
Ping: <@544957166612643864> | Id: 544957166612643864 | Username: 4kgraphiccard#9650 | Badges: Early Verified Bot Developer | Creation Date: 12-02-2019 20:05:13
Ping: <@177930567122288640> | Id: 177930567122288640 | Username: 7hats#0666 | Badges: Early Supporter | Creation Date: 06-05-2016 01:52:32
Ping: <@222391206175440897> | Id: 222391206175440897 | Username: 7SooN#0001 | Badges: Early Supporter | Creation Date: 05-09-2016 18:23:15
Ping: <@412972676873977860> | Id: 412972676873977860 | Username: </>#0850 | Badges: Early Verified Bot Developer | Creation Date: 13-02-2018 15:05:58
Ping: <@265819870908776448> | Id: 265819870908776448 | Username: ^,^#9215 | Badges: Early Supporter | Creation Date: 03-01-2017 13:33:15
Ping: <@243719267072212992> | Id: 243719267072212992 | Username: _bonedice#4242 | Badges: Early Supporter | Creation Date: 03-11-2016 13:53:21
Ping: <@633772744483274793> | Id: 633772744483274793 | Username: ` Y0ung#1337 | Badges: Early Verified Bot Developer | Creation Date: 15-10-2019 23:06:37
Ping: <@173596402172035073> | Id: 173596402172035073 | Username: A k a n t o r e X#9999 | Badges: Early Supporter | Creation Date: 24-04-2016 02:50:07
Ping: <@436080948602339348> | Id: 436080948602339348 | Username: A Kuro#5090 | Badges: Early Supporter | Creation Date: 18-04-2018 10:30:00
Ping: <@253400304299540481> | Id: 253400304299540481 | Username: A Llama#3939 | Badges: Early Supporter | Creation Date: 30-11-2016 07:02:20
Ping: <@224377389914914816> | Id: 224377389914914816 | Username: Dr. Death#0001 | Badges: Early Supporter | Creation Date: 11-09-2016 05:55:38
Ping: <@117548887299850244> | Id: 117548887299850244 | Username: Abby#9669 | Badges: Early Supporter | Creation Date: 21-11-2015 09:57:18
Ping: <@125968246737207296> | Id: 125968246737207296 | Username: Abowlofkimchi#9999 | Badges: Early Supporter | Creation Date: 14-12-2015 15:32:50
Ping: <@139572427133943809> | Id: 139572427133943809 | Username: AbsurdPrince#8008 | Badges: Early Supporter | Creation Date: 21-01-2016 04:30:59
Ping: <@241587868366012416> | Id: 241587868366012416 | Username: Jafar#9074 | Badges: Early Supporter | Creation Date: 28-10-2016 17:43:56
Ping: <@269910055745224715> | Id: 269910055745224715 | Username: Mobius#8494 | Badges: Early Supporter | Creation Date: 14-01-2017 20:26:11
Ping: <@263058752184385536> | Id: 263058752184385536 | Username: MemeLord#0001 | Badges: Early Supporter | Creation Date: 26-12-2016 22:41:33
Ping: <@144631193676152832> | Id: 144631193676152832 | Username: ActiveGreen#3645 | Badges: Early Supporter | Creation Date: 04-02-2016 03:32:43
Ping: <@255188888400822272> | Id: 255188888400822272 | Username: adam#1234 | Badges: Early Supporter | Creation Date: 05-12-2016 05:29:32
Ping: <@107290037460221952> | Id: 107290037460221952 | Username: Adelais#3773 | Badges: Early Supporter | Creation Date: 24-10-2015 03:32:18
Ping: <@192632842222567424> | Id: 192632842222567424 | Username: adk#1206 | Badges: Early Supporter | Creation Date: 15-06-2016 15:34:08
Ping: <@266458751890882560> | Id: 266458751890882560 | Username: Adolf#3880 | Badges: Early Supporter | Creation Date: 05-01-2017 07:51:57
Ping: <@409528149274001419> | Id: 409528149274001419 | Username: adorkasherri#7150 | Badges: Early Supporter | Creation Date: 04-02-2018 02:58:39
Ping: <@404025574420643850> | Id: 404025574420643850 | Username: Afilaz'Z#1997 | Badges: Early Supporter | Creation Date: 19-01-2018 22:33:23
Ping: <@114454554195656704> | Id: 114454554195656704 | Username: Afridqvist#4218 | Badges: Early Supporter | Creation Date: 12-11-2015 21:01:32
Ping: <@125309281464483840> | Id: 125309281464483840 | Username: Agendo#2578 | Badges: Early Supporter | Creation Date: 12-12-2015 19:54:20
Ping: <@99511296604520448> | Id: 99511296604520448 | Username: Ahmad#0001 | Badges: Early Supporter | Creation Date: 02-10-2015 16:22:21
Ping: <@431547613448503331> | Id: 431547613448503331 | Username: AhNova#4504 | Badges: Early Supporter | Creation Date: 05-04-2018 22:16:08
Ping: <@208323493526372354> | Id: 208323493526372354 | Username: aHorsey#1998 | Badges: Early Supporter | Creation Date: 28-07-2016 22:43:11
Ping: <@320230694909509632> | Id: 320230694909509632 | Username: Ahri#2511 | Badges: Early Supporter | Creation Date: 02-06-2017 18:02:27
Ping: <@264476203681972224> | Id: 264476203681972224 | Username: aida#6102 | Badges: Early Supporter | Creation Date: 30-12-2016 20:34:00
Ping: <@264085322281779201> | Id: 264085322281779201 | Username: aidan#8391 | Badges: Early Supporter | Creation Date: 29-12-2016 18:40:47
Ping: <@188999833841827841> | Id: 188999833841827841 | Username: AIex#0001 | Badges: Early Supporter | Creation Date: 05-06-2016 14:57:51
Ping: <@187373947623309313> | Id: 187373947623309313 | Username: Aiki#0006 | Badges: Early Supporter | Creation Date: 01-06-2016 03:17:10
Ping: <@243859022703362048> | Id: 243859022703362048 | Username: Aishii#6379 | Badges: Early Supporter | Creation Date: 03-11-2016 23:08:41
Ping: <@362207527615594498> | Id: 362207527615594498 | Username: ajota#0252 | Badges: Early Supporter | Creation Date: 26-09-2017 14:03:24
Ping: <@327131009814495232> | Id: 327131009814495232 | Username: Akeno4Life#6234 | Badges: Early Supporter | Creation Date: 21-06-2017 19:01:50
Ping: <@178265811373391872> | Id: 178265811373391872 | Username: Aki#9999 | Badges: Early Supporter | Creation Date: 07-05-2016 00:04:41
Ping: <@178212369170825216> | Id: 178212369170825216 | Username: Akius#1722 | Badges: Early Supporter | Creation Date: 06-05-2016 20:32:19
Ping: <@180908635159789568> | Id: 180908635159789568 | Username: AKMKT#3773 | Badges: Early Supporter | Creation Date: 14-05-2016 07:06:19
Ping: <@283753907354599424> | Id: 283753907354599424 | Username: Aku#7568 | Badges: Early Supporter | Creation Date: 22-02-2017 01:16:43
Ping: <@144454149814091776> | Id: 144454149814091776 | Username: AkuMemangLejen#8085 | Badges: Early Supporter | Creation Date: 03-02-2016 15:49:13
Ping: <@249911856435560450> | Id: 249911856435560450 | Username: Alauris#5719 | Badges: Early Supporter | Creation Date: 20-11-2016 16:00:29
Ping: <@346730736625385484> | Id: 346730736625385484 | Username: Alesk#9831 | Badges: Early Supporter | Creation Date: 14-08-2017 21:04:09
Ping: <@248981377221918720> | Id: 248981377221918720 | Username: aleur#5291 | Badges: Early Supporter | Creation Date: 18-11-2016 02:23:06
Ping: <@150030603901730816> | Id: 150030603901730816 | Username: Alex.#1202 | Badges: Early Supporter | Creation Date: 19-02-2016 01:08:03
Ping: <@319310996957298689> | Id: 319310996957298689 | Username: alexander<3#1001 | Badges: Early Supporter | Creation Date: 31-05-2017 05:07:54
Ping: <@295762764234752000> | Id: 295762764234752000 | Username: alexdolly#0001 | Badges: Partnered Server Owner, Early Supporter, Discord Certified Moderator | Creation Date: 27-03-2017 05:35:38
Ping: <@334302426293207040> | Id: 334302426293207040 | Username: Alexy.#5326 | Badges: Early Supporter | Creation Date: 11-07-2017 13:58:29
Ping: <@415255799959388170> | Id: 415255799959388170 | Username: Alice x#3258 | Badges: Early Supporter | Creation Date: 19-02-2018 22:18:17
Ping: <@204748807735476234> | Id: 204748807735476234 | Username: Alicia#2369 | Badges: Early Supporter | Creation Date: 19-07-2016 01:58:39
Ping: <@160503380492419073> | Id: 160503380492419073 | Username: Alisu#6413 | Badges: Early Supporter | Creation Date: 18-03-2016 22:43:07
Ping: <@182918071214800896> | Id: 182918071214800896 | Username: Allfather⚡#6574 | Badges: Early Supporter | Creation Date: 19-05-2016 20:11:06
Ping: <@104049948785393664> | Id: 104049948785393664 | Username: Allikat#0001 | Badges: Early Supporter | Creation Date: 15-10-2015 04:57:20
Ping: <@120093448152809472> | Id: 120093448152809472 | Username: AllyGrace#0666 | Badges: Early Supporter | Creation Date: 28-11-2015 10:28:29
Ping: <@160460307464978433> | Id: 160460307464978433 | Username: Aly#0001 | Badges: Early Supporter | Creation Date: 18-03-2016 19:51:58
Ping: <@548142875922137098> | Id: 548142875922137098 | Username: AM3BD ON THE TABLE#7146 | Badges: Early Verified Bot Developer | Creation Date: 21-02-2019 15:04:05
Ping: <@370208598955130882> | Id: 370208598955130882 | Username: amanda#5678 | Badges: Early Supporter | Creation Date: 18-10-2017 15:56:48
Ping: <@135239816471248896> | Id: 135239816471248896 | Username: amber#0002 | Badges: Early Supporter | Creation Date: 09-01-2016 05:34:44
Ping: <@145329600963018753> | Id: 145329600963018753 | Username: amelia#5555 | Badges: Early Supporter | Creation Date: 06-02-2016 01:47:56
Ping: <@138603198335156224> | Id: 138603198335156224 | Username: Ami#2571 | Badges: Early Supporter | Creation Date: 18-01-2016 12:19:37
Ping: <@254448819830390795> | Id: 254448819830390795 | Username: Amnesia#6377 | Badges: Early Supporter | Creation Date: 03-12-2016 04:28:46
Ping: <@118188557075480576> | Id: 118188557075480576 | Username: ana#1010 | Badges: Early Supporter | Creation Date: 23-11-2015 04:19:07
Ping: <@156104467903807488> | Id: 156104467903807488 | Username: anchovie#6464 | Badges: Early Supporter | Creation Date: 06-03-2016 19:23:25
Ping: <@205448378870530048> | Id: 205448378870530048 | Username: andebob#2187 | Badges: Early Supporter | Creation Date: 21-07-2016 00:18:30
Ping: <@280162749856612355> | Id: 280162749856612355 | Username: Andee#0007 | Badges: Early Supporter | Creation Date: 12-02-2017 03:26:44
Ping: <@297326212207083521> | Id: 297326212207083521 | Username: Waffle#5967 | Badges: Early Supporter | Creation Date: 31-03-2017 13:08:13
Ping: <@267211829816590346> | Id: 267211829816590346 | Username: andreakitten#7713 | Badges: Early Supporter | Creation Date: 07-01-2017 09:44:24
Ping: <@122057543286652930> | Id: 122057543286652930 | Username: Andrei#8619 | Badges: Early Supporter | Creation Date: 03-12-2015 20:33:06
Ping: <@167826253515194368> | Id: 167826253515194368 | Username: Andrew()#9999 | Badges: Early Supporter, Early Verified Bot Developer | Creation Date: 08-04-2016 04:41:36
Ping: <@126878311740604416> | Id: 126878311740604416 | Username: Andrew_#9999 | Badges: Early Supporter | Creation Date: 17-12-2015 03:49:06
Ping: <@327748261739888650> | Id: 327748261739888650 | Username: Angel XIV#0001 | Badges: Early Supporter | Creation Date: 23-06-2017 11:54:34
Ping: <@270759509989916674> | Id: 270759509989916674 | Username: Angel<3#0069 | Badges: Early Supporter | Creation Date: 17-01-2017 04:41:37
Ping: <@145713187264659458> | Id: 145713187264659458 | Username: AngelG#8989 | Badges: Early Supporter | Creation Date: 07-02-2016 03:12:11
Ping: <@441939660101517313> | Id: 441939660101517313 | Username: angstyjie#4047 | Badges: Early Supporter | Creation Date: 04-05-2018 14:30:25
Ping: <@224421223004635147> | Id: 224421223004635147 | Username: aniket#7166 | Badges: Early Supporter | Creation Date: 11-09-2016 08:49:49
Ping: <@318128691395952650> | Id: 318128691395952650 | Username: Anna#5849 | Badges: Early Supporter | Creation Date: 27-05-2017 22:49:50
Ping: <@254204775497859073> | Id: 254204775497859073 | Username: annie#0767 | Badges: Early Supporter | Creation Date: 02-12-2016 12:19:01
Ping: <@556405631125422111> | Id: 556405631125422111 | Username: Anshuman.#5011 | Badges: Early Verified Bot Developer | Creation Date: 16-03-2019 10:17:19
Ping: <@275308406796189707> | Id: 275308406796189707 | Username: Ant1Hero#2442 | Badges: Early Supporter | Creation Date: 29-01-2017 17:57:19
